System_Ref,Name,Telephone,Mobile,E_Mail,Publication_URL,WebSiteCorrected,Availability_Start_Date,Availability_End_Date,Last_Modified,Service_Description,Upload_to_FIDy,Per_Hour,Total_Cost__Hour,Per_Day,Total_Cost__Day,Per_Session,Total_Cost__Session,Per_Week,Total_Cost__Week,Per_Term,Total_Cost__Term,By_Arrangement,Is_Free,Registered_for_Nursery_Grant,Registered_for_2yr_old_Funding,Offers_Extended_Hours,Offers_Stretched_Entitlement,Contact_For_Vacancy_Details,Immediate_Vacancies_Available,Opening_Times_Code,Opening_Times_Description,Note,Provider_Type_Description
1514,Kennington Park Centre Stay And Play,07739 973 890,,admin@uincap.com,,https://www.uincap.com/youth-play,13/05/2011,,28/01/2022,"The Stay & Play provides open space for young children to play, make friends and learn in a supportive environment.

We provide opportunity for parents and carers to meet other users enabling them to make new friends and share tips.  We offer advice, support and guidance (signposting where necessary) and extra support for first time parents. 

We want all of our users to have freedom to be themselves without criticism, build confidence take park in new challenges, learn vital life skills, survival skills to stay safe without fear of crime, peer pressure, discrimination, bullying and to be part of an organisation they can call their own.

Visit our Facebook page for more information; https://www.facebook.com/Kennington-Park-Centre-Stay-And-Play-1426211374308555/

",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Stay And Play One O'Clock Club
1517,Vauxhall Primary School - Breakfast Club,020 7735 4535,,office@vauxhallprimary.org.uk,,https://www.vauxhallprimary.org.uk/Breakfast-Club/,13/05/2011,,03/02/2022,"Vauxhall Primary School Early Bird Breakfast Club

All children are welcome to attend the Early Bird Breakfast Club. The club is free to pupils from Vauxhall Primary School and is sponsored by Greggs.

Children can have; cereal, toast, fruit, water or milk.

Early Bird Breakfast Club begins serving at 8.30am and finishes at 8.45am.

If you wish for your child to attend please register at the School Office. 
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,TT,Term Time,,Breakfast Club
1519,Kennington Park Centre Adventure Playground,07739 973 890,,admin@uincap.com,,https://www.uincap.com/youth-play,02/03/2015,,28/01/2022,"Free open-access play service for 6-16 year-olds 

An inclusive safe play space, where children can make new friends, overcome challenges and build self-esteem. 

The free afterschool club runs on Wednesdays from 3:30 - 6:30pm during term-time and during all holidays we offer a free holiday playscheme Monday-Friday 10am - 4pm. 

This free open-access service provides structured play, an adventure playground with climbing structures and zip-wire, sports and arts activities, games and cooking, led by a highly qualified team of playworkers.  We offer off-site trips, new opportunities and experiences to everyone.  

During the holidays we offer each child a healthy nutritious meal to ensure each child receives part of their daily nutritional intake.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,TT,Term Time,,Adventure Playground
1525,Streatham Vale Stay And Play,020 3146 4170,07471 353 053,john@syct.org.uk,,http://www.syct.org.uk/playwork.html,13/05/2011,,19/10/2021,"From our fabulous Forest School Nursery, in Streatham Vale Park, we now offer a stay and play session for the whole family every Saturday. 

The free services is open to all families, so whether you are single parent, carer, grandparent or a couple everyone is welcome. 

At the same time our free play service is open for children aged 6 and over, so your older ones can go and play with friends while you spend time in our wonderful garden with you under 6s. 

email john@syct.org.uk for more details.",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Stay And Play One O'Clock Club
1612,Friday Youth Club @ Slade Gardens Adventure Playground,020 7737 3829,,sladeadventure@btinternet.com,,http://www.sladeadventure.co.uk/index.php,17/10/2012,,28/01/2022,"Slade Gardens Adventure Playground is a great place for young people aged 14-19 year olds. Young people can socialise and learn a range of new skills.

The staff are all very supportive, experienced and come from a range of backgrounds. We have exciting playground structures, inside games room and an area for arts and craft. We have a pool table, 4 table football tables, computers and table tennis. 

We are a great place to make new friends and build confidence through different workshops.
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,TT,Term Time,,Youth Club
1616,Streatham Adventure Playground,020 3146 4179,,contactus@syct.org.uk,,http://www.syct.org.uk/ey--play.html,02/11/2009,,28/01/2022,"Our building is fully accessible Managed by Streatham Youth & Community Trust. 

Fun and exciting play opportunities for all young people: Den building, sports and games, puzzles, arts and crafts, bush crafts, outdoor play, indoor play, clay modelling, plaster casting, cooking, baking, beading, sewing, kite making, tree swings, skipping, climbing, fully supervised by experienced staff and local youth and play workers. 

Please note during term time the adventure playground is open,  half terms and summer holidays the adventure playground is open Monday to Friday from 10am to 4pm (winter) and 11am to 5pm (spring, summer & Oct half term).

",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,AY,All Year,"For Half Term & Summer Holiday opening hours  please see below:

Monday to Friday - 10.00 am-15.45 pm (Autumn/Winter)
Monday to Friday -11.00 am -16.45 pm (Spring/Summer)






",Adventure Playground
1657,Flaxman Sports Centre,020 3409 6360,,flaxman@gll.org,,https://www.better.org.uk/leisure-centre/london/lambeth/flaxman-sports-centre,17/05/2011,,12/11/2021,"Flaxman Sports Centre offers excellent, fully refurbished training facilities throughout. The gym offers cardiovascular equipment along side extensive resistance and weight training facilities. Flaxman Sports Centre offers many other facilities and activities, including 2 squash courts, a specialist martial arts zone and a multi use sports hall for Badminton, Basketball and 5-a-side Football. A fitness programme offers classes throughout the week, meaning that The Flaxman Sports Centre has a great range of facilities for everyone.

For full access information, please go to the DisabledGo website, http://www.disabledgo.com/access-guide/london-borough-of-lambeth/flaxman-sports-centre

Follow the website link for opening times and more information about the facilities and activities currently available.
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,"Our facilities 

• Gym 
• Sports hall  
• Squash courts

",Leisure
1658,Clapham Leisure Centre,020 7627 7900,,clapham@gll.org,,https://www.better.org.uk/leisure-centre/london/lambeth/claphamleisurecentre,17/05/2011,,12/11/2021,"Clapham Leisure Centre offers state of the art gym facilities for all the community. Located just off Clapham High Street with easy transport links, it's the ideal place to achieve your health and fitness goals. 

The centre includes a 6 lane 25m main pool a 13x7m teaching pool both featuring a movable floor, a state-of-the-art gym, a Functional Gym with two bespoke training frames epitomising functional and performance-based training. A 4-court sports hall to ‘club’ standard for basketball, volleyball, badminton, five-a-side football, netball and gymnastics. A fitness Studio with central acoustic movable wall for flexibility in use and fitness classes including power pump, yoga, group cycle and many more.

Follow the website link for opening times and more information about the facilities and activities currently available.
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,AY,All Year,"Our facilities 

• Gym
• Swimming pool
• Sports hall
• Group Cycle Studio
• Meeting room
",Leisure
1678,Streatham Ice And Leisure Centre,020 8677 5758,,Streatham@gll.org,,http://www.better.org.uk/leisure/streatham-ice-and-leisure-centre,17/05/2011,,12/11/2021,"Streatham Ice and Leisure Centre sits in the heart of Streatham and is a hub for the local community. It boasts the only Olympic sized ice skating rink in London and is a multi-facility Leisure Centre with a 100 station fully equipped state-of-the-art gym, fitness class studios,  two swimming pools, a 25m 6 lane pool and a 13m teaching pool and a multi-sport sports hall. Streatham has a wide range of memberships available both pre-paid and pay-and-play.  Whether you want to learn to swim or learn to skate you can get the best tuition with our highly qualified coaches. Come down to visit Streatham and enjoy all the facilities it has to offer.

Follow the website link for opening times and more information about the facilities and activities currently available.
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,"Our facilities 

• Exercise studios
• Group Cycle Studio
• Gym - Containing 100 stations
• Ice rink - Olympic sized  
• Swimming pools - 25m six lane pool and a 13m teaching pool
• Sports hall  
• Soft Play 
",Leisure
1706,Clapham Manor - Breakfast Club,020 7622 3919,,centre@claphammanor.lambeth.sch.uk,http://claphammanor.lambeth.sch.uk/wp/special-educational-needs-and-disabilities,http://claphammanor.lambeth.sch.uk/wp/breakfast-club,24/01/2013,,28/02/2022,"Breakfast Club for the children attending Clapham Manor Primary School.

Breakfast club opens between 7.50am and 9.00am (last breakfast served 8.35am) and provides breakfast, games and activities for the children involved.

The club is provided for children whose parents/carers have booked and paid on ParentPay

• Variety of Cereal
• Toast with Jam / Marmalade
• Fresh Fruit
• Milk
• Fruit Juice
• Yogurt

When dropping your child off at Breakfast Club in the morning, please take them up to the Top Hall.
Breakfast Club must be booked and paid for in advance via Parent Pay. 
",ECD,False,,False,,False,,False,,False,,False,False,True,True,False,False,True,False,TT,Term Time,,Breakfast Club
1841,Coin Street Neighbourhood Centre - Healthy Eating 0 - 5 Yrs,020 7021 1608,,childrenscentre@coin-street.org,,https://coinstreet.org/events/introducing-solids-drop-in/,10/07/2018,,04/02/2022,"For families with children aged 0 to 5 years old our early year’s dietician offers advice on nutrition, difficult mealtimes, introducing solid food and healthy eating.

Please note the session dates are as follows; 
Friday 20 September, Friday 11 October, Friday 22 November and 13 December 2019 

The sessions are free, you can simply turn up!
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,TT,Term Time,,Diet And Nutrition
1856,Coin Street Neighbourhood Centre - Holiday Playscheme,020 7021 1608,,childrenscentre@coin-street.org,,http://coinstreet.org/community/families-children/holiday-play-scheme/,27/08/2015,,04/02/2022,"Coin Street Neighbourhood Centre is only minutes from Waterloo station – offers excellent out-of-school provision for children aged 4½-11 years, during the school holidays. Relax knowing your child is safe and having fun under the supervision of highly qualified DBS-checked staff with experience in an educational environment.

All our activities have been carefully selected to encourage play-based learning, strengthen your child’s confidence and have fun.
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,SH,School Holidays Only,,Holiday Playscheme
1930,Rough Sleepers Space,020 8696 0943,,info@spires.org.uk,,http://www.spires.org.uk/,20/05/2011,,04/02/2022,"Sessions are open to anyone who is rough sleeping. Support, advice and accommodation referrals available and specialist external agency support.

Key worker  appointments available 11am to 1pm on Thursdays by appointment only. 

Breakfast, showers and clothing available. 

Please note no admission during the last 15 minutes of the session. ",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,"Breakfast, showers, clothing, housing resettlement / advice. Project staff support. Specialist external agencies drop-in/support. Please note ; no housing resettlement/advice on Sundays. No admission during the last 15 minutes of the session. Opening Times; Tuesday, Thursday; 9.00am - 10.30am Wednesday; 10.00am - 12.00pm Sunday; 11.00am - 12.30pm
",Support & Advice
1931,Open Access Drop-In,020 8696 0943,,info@spires.org.uk,,http://www.spires.org.uk/,20/05/2011,,04/02/2022,"Session open to everyone. Support, advice and referrals availabe. Range of specialist external agency support available. Refreshments and lunch (including vegetarian) 

Lunch is provided between 12:30 to 13:30

Sorry - no children under 16 admitted.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,For Homeless 16yrs and above,Support & Advice
1932,Women's Space,020 8696 0943,,info@spires.org.uk,,http://www.spires.org.uk/,20/05/2011,,04/02/2022,"A women-only space that offers support to vulnerable women of all ages (children permitted). Refreshments, showers and clothing available.

Please note support, advice and referrals are now available on Monday only.

The Butterfly Cafe is open on Friday for socialising and activities.

",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Support & Advice
1938,Whippersnappers,020 7738 6633,Whippersnappers,,,https://www.whippersnappers.org/,15/02/2010,,12/04/2022,"Whippersnappers are a not for profit Community Interest Company based in Brockwell Lido Herne Hill and College Lodge Dulwich. Whippersnappers aim to provide a diverse cultural platform from which children and adults of all ages, needs and backgrounds can express and educate themselves through music, sports and the arts.

Please see our website for further information. ",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,,Organisation
1941,Camberwell Sexual Health Centre,020 3299 5000,,kch-tr.outpatientofficer@nhs.net,,https://www.kch.nhs.uk/service/a-z/sexual-health,20/05/2011,,07/02/2022,"We offer a range of ways to use our sexual health services. These include self-testing kits, a walk-in clinic, and appointments. You can also visit the clinic to pick up condoms and pregnancy tests and to get advice. ",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,"contact 

Rachel Paxford-Jenkins

Our building is wheelchair accessible, and we have a hearing induction loop at reception Camberwell Sexual Health Centre provides sexual health information, including a wide range of contraceptive methods, emergency contraception, pregnancy testing, information and referral for abortion. Testing and treatment for sexually transmitted infections (STIs), HIV testing, sexual health examinations, free condoms.

Opening times Monday 08.45- 19.30 Tuesday 08.45- 19.30 Wednesday 12.45- 19.30 Thursday 08.45 - 19.30 Friday 08.45 - 19.30 PLEASE NOTE: Due to high demand of our services we may have to close earlier than our advertised times. Before attending the clinic, 

Confidential Advice|Contraception|Health|Pregnancy Testing|Sexual Health|Sexually Transmitted Diseases (STDs)|Teenage Pregnancy

",Activity
2031,Young And Talented - School Of Stage And Screen,07973 440 775,,yandt@ymail.com,,https://youngandtalented.co.uk/,24/05/2011,,22/07/2021,"Young and Talented is a theatre school with a difference. On the surface we appear like many other theatre schools. However, our holistic approach, calibre coaching and credentials put it in another league. Our TRIPLE THREAT programme takes students aged 6-16 on a ‘journey of discovery and development’. The three term programme runs every Saturday September to July in Bethnal Green.

Young and Talented have been nurturing and developing young people for stage and screen since 2004. In March 2012 their group The Real Deal won BBC TV’s Sport Relief Does Glee Club 2012. Showing that not only do their young people learn how to perform, they also learn how to succeed in life.
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,AY,All Year,,Organisation
2032,Saturday Classe,020 8556 5348,,yandt@ymail.com,,https://youngandtalented.co.uk/yt-saturday-school/,15/02/2013,,21/07/2021,"Our sessions are for ages 6-16 year olds during term time. The Triple Talent programme offers a 3 hour rotation (1 hour Acting, 1 hour Singing, 1 hour Dance) as well as choreography, song and script writing, leading up to a full production in term 3.  

We pride ourselves in creating a dedicated, enthusiastic and very talented group of young performers.

The Programme

Term 1: Sept-December. ENSEMBLE – making new friends, learning new skills and exploring individual talents.

Term 2: Jan-Apr. CREATE – working on script writing, choreography & song writing. All the material created goes towards the final show.

Term 3: Apr-Jul. PERFORM – rehearsing the show ready for its audience at the end of year performance.
",FSD,False,,False,,True,10,False,,False,,False,False,False,False,False,False,False,False,TT,Term Time,"Cost:
£10 a session or £30 for 5 sessions.

",Activity
2054,Art4space,020 8766 7163,,jewels@art4space.co.uk,,http://www.art4space.co.uk/,24/05/2011,,24/06/2021,"Art4Space is a non-profit making community arts partnership. 

The organisation is based in Lambeth:

- To promote community art within areas of   disadvantage.
- To promote community art activities within schools    and community settings.
- To create mosaic and painted murals, sculpture and   landscaping to transform the urban environment
- To market ourselves to meet these aims.

",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,Art4space is open full time - Please ring to confirm booking.,Organisation
2113,St Michael's Fellowship,020 8835 9570,,admin@stmichaelsfellowship.org.uk,,https://stmichaelsfellowship.org.uk/,24/05/2011,,01/06/2022,"The services and programmes we provide are at the heart of St Michael's Fellowship. We aim to break intergenerational cycles of poverty and underachievement so that children may be healthy, confident and financially independent adults.

We offer three main services to help families change their lives:

Residential Family Assessment & Support - Supports families in fixed-term residency at one of three centres in south London. Securing Change is our follow-on service, supporting mums and dads who have left. 

Jigsaw' - A family contact service to rebuild family relationships. 

Outreach - A service offering one to one and peer support groups to young mums and dads in Lambeth.

We work holistically, offering parents practical, therapeutic and emotional support tailored to their individual needs, taking account of their changing circumstances. There is no 'one size fits all'. Our support can be straightforward such as helping a young mother update her CV; or it may be much more complex for young parents with issues reaching back into their own childhood.

You can find us at; 

Facebook - https://www.facebook.com/stmfellows

Instagram - https://www.instagram.com/stmichaelsfellowship/

Twitter - https://twitter.com/stmfellows
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,,Organisation
2124,High Trees Community Development Trust,020 8671 3132,,admin@high-trees.org,,http://www.high-trees.org,25/05/2011,,07/02/2022,"High Trees is now an established community anchor and hub. We work with local people and external partners to build the capacity of individuals and smaller voluntary community organisations. Through the projects and services we deliver, and partnerships we enter into, we seek to regenerate the communities socially and economically.

Our Services include; 

•Courses for Adults
•Employment Advice & Support
•Family Support
•Activities for Children & Young People
•Community Internet Cafe
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,,Organisation
2183,Fulham Football Club Foundation,0870 442 5432,0870 442 5432,,,http://www.fulhamfc.com/foundation,25/05/2011,,03/02/2022,"The Fulham Football Club Foundation run Saturday sessions with Fulham FC coaches in Kennington Park and Norwood Park.
We also deliver the Kickz programme, which combines football training, workshops and opportunities to gain qualifications.

All saturday sessions run from 10am to 12pm

Kickz programmes run from 6pm till 8.30pm at both venues.
Costs: Saturday morning sessions are free.

Kiskz sessions are free
Elegibility Criteria: Boys and Girls with a keen interest in football, education, training, workshops and multi sports
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,AY,All Year,,Organisation
2202,King’s College Hospital Nhs Foundation Trust,020 3299 9000,,,,https://www.kch.nhs.uk,16/11/2015,,07/02/2022,"We are one of London's largest and busiest teaching hospitals, with a strong profile of local services primarily serving the boroughs of Lambeth, Southwark, Lewisham and Bromley.",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Organisation
2279,Rathbone Youth Service,020 8766 9280,,c.king@rathbonesociety.org.uk,,https://rathbonesociety.org.uk/what-we-do/youth-club/,26/05/2011,,04/02/2022,"All our youth work under one roof!

Our Youth Service offers informally educative programmes and projects during term times for young people aged 11-19 or up to 25 with learning disabilities.

Tuesdays, Thursdays and Fridays 5pm to 9pm at The Old Library West Norwood. In addition to this we offer engaging activity programmes during the half term and summer holiday periods.

All our youth programmes are delivered by specialist and qualified youth workers with experience in working with young people with complex needs and challenging behaviour. 

We accept referrals for all of our youth work sessions. To book an initial assessment, please contact Charline King on 020 8766 9280 or email c.king@rathbonesociety.org.uk

",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,AY,All Year,"Referrals by:
Social Worker, teacher, doctor, parent.

Cost:
Charge of £2 per evening plus £3 for minibus transport.",Youth Club
2312,Wyvil Language Centre,020 7622 1164,,admin@wyvil-primary.lambeth.sch.uk,http://www.wyvilschool.org.uk/SEND-Report/,http://www.wyvilschool.org.uk/About-the-Speech-and-Language-Centre/,27/05/2011,,28/01/2022,"Executive Headteacher: Christopher Toye

The Centre for Children with Speech and Language Difficulties provides children with a specialised curriculum tailored to meet their needs and to provide a wide range of speaking and listening opportunities. All children in the centre work from Individual Learning Plans and take part in a range of extra curricular activities.

Ensuring that the children in the centre integrate and play with their counterparts in the rest of the school is a priority. All children have a programme of inclusion into the mainstream classes of the school and play with children from the mainstream school during playtimes.

As children enter Key Stage 2, they become more fully integrated into the mainstream school, but still with the support and modified curriculum designed to meet their needs.

Admission to the Base will be through the Lambeth SEND Team.

",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,TT,Term Time,,Resource Base
2321,Home-Start Lambeth,020 7924 9292,,info@homestartlambeth.co.uk,,https://www.homestartlambeth.co.uk/,27/05/2011,,16/02/2022,"Home-Start Lambeth offers support, friendship and practical help to families across Lambeth. We train volunteers who are usually parents themselves to visit families with at least one child under 5, in their homes and we also run weekly family support groups. 

Home-Start believes that children need a happy and secure childhood and that parents play the key role in giving their children a good start in life and helping them to achieve their full potential. We support parents in this key role.

The organisation has an office base in the centre of the borough, near Brixton but staff and volunteers work across the borough visiting families in their homes.

Our office is currently closed and our team is working remotely. Please contact us using the main office number
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,AY,All Year,,Organisation
2619,Alford House Youth Club,020 7735 1519,,theclub@alfordhouse.org.uk,,https://alfordhouse.org.uk/,01/06/2011,,04/02/2022,"Alford House is open to all young people aged 8-21 offering a variety of sports, games, creative and recreational activities. Such as art and music production in a safe and secure environment that is managed by our dedicated team of staff and volunteers. 

We take a break from this programme the same time as the schools break (Easter, Summer and Christmas) and will advertise any activity over these times on the Club notice boards. 

We offers a range of additional support to young people this includes providing information, advice, and guidance to support young people to achieve their potential in education and help to prevent exclusion. Working with Brooks Clinic and also providing the Come Correct Scheme(CCard).
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,AY,All Year,,Youth Club
2665,Hill Mead Primary School - Breakfast Club,020 7274 9304,,admin@hillmead.org,http://www.hillmead.org/sen.html,http://www.hillmead.org/wrap_around_care.html,02/06/2011,,28/01/2022,"Head teacher: Richard West  

Our SENCO is Gemma Blair. For any enquiries relating to SEN provision please contact the school office 
020 7274 9304 

Our high quality wrap-around care facility includes breakfast club and after school care, and is available for Nursery to Year 6. It has a family approach, and is run and managed only by Hill Mead staff. Children can attend both or either of the two extended provision services.
",ECD,False,,False,,False,,False,,False,,False,True,True,True,False,False,True,False,TT,Term Time,Breakfast club starts every day at 7:30 am and there is no need to apply for your child to attend since it is free.,Breakfast Club
2701,Special Educational Needs (SEND),020 7926 9460 Or 020 7926 7754,,sendsupport@lambeth.gov.uk,,https://beta.lambeth.gov.uk/children-young-people-and-families/send/send-support,02/06/2011,,14/02/2022,"Children with SEND have learning difficulties or disabilities that make it harder for them to progress in schools than most children of the same age. The SEND team delivers on behalf of the council all its statutory duties with respect special educational needs.

As a part of this duty the team ensures that those children and young people with the highest level of need receive the support they need to make their best possible progress, both academically and developmentally. We aim to do this in a flexible way which meets their individual needs. Children and Young People with SEND in Lambeth should enjoy a happy and healthy childhood, be socially included and grow up to achieve their full potential as adults.

Lambeth SEND Policy downloadable link; https://beta.lambeth.gov.uk/children-young-people-and-families/send/about-lambeth-send-service/send-codes-practice

If you think your child may have SEND, contact the person in your child’s setting, school or nursery responsible for special educational needs. The school’s website will tell you who to talk to if you do not already have that information. This person is usually called the ‘SEND coordinator’ or ‘SENCO’. You can find information about how to contact the SENCO on your school’s website. You can also talk to your GP.

You can also contact the Lambeth parents Information Advice and Support Service for impartial advice about special educational needs; https://www.lambethiass.org.uk/

For a very small number of children with significant needs a statutory assessment may be carried out, which may lead to an Education, Health and Care Plan (EHCP). Find out more about these plans follow this link; https://beta.lambeth.gov.uk/schools-and-education/special-educational-needs-and-disabilities-send/education-health-and-care

Assessment and Placement Team - This team is responsible for overseeing the statutory assessments of children and young people with SEND. The team request and collates information required for the statutory assessment of pupils with SEND to ensure the LA completes statutory assessments in line with statutory guidelines.

The Statement Management and Monitoring Team Early Years to Year 8 - This team manages statements of SEN or EHCP’s for children and young people in education from early years to Year 8. This encompasses, changes to statemented / EHCP provisions, admissions and placements and all transitions within these phases in line with the set statutory guidelines.

This team provides LA representation at annual and transitional review meetings for pupils with statements / EHC Plans. The team provides a key role in monitoring the appropriate use of the LA's resources by schools as well as giving advice on annual and transitional review arrangements.

The Statement Management and Monitoring Year 9 to Age 25 years - This team supports young people with learning difficulties and/or disabilities aged 14 – 25 years. This team should be contacted about:

• Support for young people to obtain appropriate employment, training and /or education
• Post 16 specialist college applications
• General further education college placements, management and reviews
• Information on arrangements at 14 plus and 16 plus 18 plus transitions.

Home School Transport - This team are responsible for delivering the Lambeth Borough Council policy for home/school transport of children and young people with SEND. 
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,AY,All Year,,Organisation
2704,S.Y.C.T. Seniors Club,020 3146 4179,,contactus@syct.org.uk,,http://www.syct.org.uk/seniors-club.html,02/06/2011,,03/02/2022,"The Senior Club is for ages 14 - 21, Friday evenings between 8.30pm and 10pm. The older groups from the inters club also participate with the seniors.

The Club continue to share the same activities as the juniors and inters; basketball, football, snooker, pool, photography but with the addition of weight training.

As well as the activities mentioned above, the members have the opportunity to develop their DJ skills by using two 'Technics' turntables. This has proved to be very popular.

Every Year the Seniors are taken on a residential trip. These vary every year but places we have been before are Somerset, Devon and Cornwall.

Any one interested in joining the Senior Club will be more than welcome. For more details please contact Mark Wood, tel. 020 8769 5884.
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,AY,All Year,,Youth Club
2821,Oasis Play After School Environmental Play,020 7498 2329,,education@oasisplay.org.uk,,http://oasisplay.org.uk/,06/06/2011,,28/01/2022,"The Oasisplay Nature Garden provides: free, supervised and inclusive environmental play sessions for children aged 5-12 after school, and in the school holidays; weekly term time sessions for under 5s and their parent/carers; and community Saturdays.

Opening times during term time, Monday to Friday 3:30pm-5:30pm

During holidays, we are open most school holidays for play sessions 10:30am-4pm with the exception of the Christmas holidays and the last week of the summer holidays (August 29th – Sept 2nd) when we will be closed.  

All children staying for a full day visit need to bring a packed lunch. We are mainly an outdoor space (though we do also have a small building) so please ensure your child is dressed appropriately. We can provide wellies for muddy play.

As with after school club, free places are offered on a first come basis, on the day, until we reach capacity, if you need to book a place during holidays, or need childcare for extended hours, some spaces can be reserved for a moderate cost, for further details please get in touch.


",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,,After School Club
2900,Brixton Advice Centre,020 7733 7554,,info@brixtonadvice.org.uk,,https://brixtonadvice.org.uk/,07/06/2011,,14/02/2022,"This service offers independant and confidential advice to all Lambeth residents. Offering advice on housing, benefits, debt and money.

BAC also hold a pro bono legal advice clinic every other Thursday evening where people can get advice on a range of legal problems from local solicitors and barristers, including employment disputes, family law and contract disputes.

Please contact the centre for more information on opening hours.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Organisation
2913,Brockwell Park Community Greenhouses,07427 685 714,,education@brockwellgreenhouses.org.uk,,http://www.brockwellgreenhouses.org.uk,07/06/2011,,03/02/2022,"Brockwell Park Community Greenhouses is a place where all can learn, play and grow together. 

We aim to create an attractive and welcoming space which provides a haven for local people and urban wildlife. 

Family & Kids - Come and join us on Saturday mornings for family fun!  On the 1st and 3rd Saturday morning of most months, we hold creative, hands on sessions exploring a whole array of fun things to do at the Greenhouses. 

Pre-school fun and storytelling - Story Stompers Preschoolers’ Group! Join us for this weekly session on Tuesday mornings. We’ll enjoy storytelling, explore the garden and get creative with natural play and craft. Please book online through our events page. 

Our Natural Kitchen play area is right by the entrance  and features a mud kitchen, willow wigwam, and  digging pits.

Holiday Activities - Stuck for something to do in the holidays? We always have original, creative things on most Monday, Tuesday and Wednesday mornings during school half-term and holiday periods!  

Volunteer - Come and join us for Garden Volunteering on Thurs, Fri, Sat and Sun 10am to 5pm (summer) 4pm (winter).

If you want to find out anything more about our outdoor learning activities for children either in or out of school or volunteering please contact Helen Cherry, Email; education@brockwellgreenhouses.org.uk or phone 07427 685714
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,AY,All Year,,Organisation
3013,St Stephen's Youth Work,020 8675 5086,,office@stwss.org.uk,,http://stwss.org.uk/,09/06/2011,,04/02/2022,"Welcome to St Thomas with St Stephen. 

Youth nights our youth nights take place at St Stephen’s on  Mondays (year 9-13) and Thursdays (years 6-8).

Our focus is to:

-Grow the church 
-Develop disciples  
-Reach the community


",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,AY,All Year,,Youth Club
